hst_id,plat_no,slot_number,reg_date
24804,F807526RTM,131,2020-10-27 08:19:00
24805,Y381894KDQ,214,2020-10-14 18:03:52
24806,H724348VBR,669,2020-09-25 18:26:18
24807,I957788PVR,919,2020-09-16 16:16:12
24808,S939427ZLZ,400,2020-09-11 11:19:39
24809,B245287GFY,100,2020-10-15 08:34:39
24810,Z655706EYG,121,2020-01-24 23:20:33
24811,T170552CHO,436,2020-06-20 07:23:30
24812,Y536619LHL,808,2020-01-21 15:58:42
24813,K970929MEC,485,2020-07-01 22:49:58
24814,Q109206ZGS,568,2020-10-07 03:24:17
24815,P698800EDI,485,2020-08-17 05:42:12
24816,V118219TNB,119,2020-09-23 11:13:50
24817,B384053IXF,643,2020-10-24 10:14:50
24818,J958154GOR,611,2020-12-13 13:16:01
24819,N590792ZCS,107,2020-04-10 16:56:53
24820,I865865FAW,257,2020-03-03 05:51:32
24821,O105505LJJ,179,2020-06-03 22:45:13
24822,Y904457IWH,949,2020-10-29 23:08:04
24823,Y229432YTE,656,2020-01-05 15:49:27
24824,A447553JOL,66,2020-11-27 14:56:16
24825,L357115HSO,313,2020-09-25 19:50:36
24826,Z897381VTX,205,2020-06-14 09:10:24
24827,C846179WED,74,2020-06-30 20:55:01
24828,A316768SFI,537,2020-02-23 02:49:07
24829,H479021WIL,451,2020-06-29 12:32:39
24830,D604542ZYP,734,2020-09-02 22:36:48
24831,R549337UKV,676,2020-07-02 10:24:25
24832,X851614VTD,628,2020-05-01 00:13:12
24833,K312021JMP,565,2020-07-03 00:27:04
24834,W403629IQC,4,2020-03-18 10:15:00
24835,J119284UVU,67,2020-03-10 07:30:40
24836,S247232QEZ,849,2020-05-29 15:48:49
24837,B975210PIK,821,2020-11-05 18:12:25
24838,V858937YRK,191,2020-11-16 23:29:18
24839,K574911YIB,60,2020-02-07 06:46:18
24840,K680445AZI,33,2020-05-03 22:05:07
24841,L602094UZE,199,2020-09-05 11:50:27
24842,C116748YKZ,336,2020-10-03 14:12:57
24843,C644553OQX,945,2020-10-30 08:22:21
24844,C495565HPR,915,2020-12-06 21:37:48
24845,B173788PSB,604,2020-11-29 14:24:42
24846,H221247WMF,369,2020-09-03 13:45:23
24847,M269481TGZ,610,2020-09-07 20:35:30
24848,G687235CAB,659,2020-04-10 13:56:49
24849,C749084XLZ,174,2020-07-11 15:55:02
24850,H349578RDX,539,2020-10-18 17:33:02
24851,J354078YSG,71,2020-09-15 15:22:35
24852,L952291ZTL,433,2020-11-07 01:23:31
24853,G823531FHI,50,2020-10-09 15:53:25
24854,O252060ZBX,292,2020-04-30 05:18:53
24855,Y853623SKB,839,2020-12-25 21:01:36
24856,U976422TNS,126,2020-04-12 04:08:36
24857,U249483CST,583,2020-01-07 13:25:20
24858,R103336TLY,161,2020-08-12 01:33:50
24859,J926825CUX,155,2020-09-18 14:15:15
24860,F445427XUL,11,2020-03-12 13:46:04
24861,T304811KXE,477,2020-10-02 13:47:43
24862,B318486SHZ,164,2020-03-06 05:46:38
24863,F160459UIN,20,2020-05-20 23:25:19
24864,D544366OVO,918,2020-07-06 16:58:55
24865,S892621RPS,41,2020-02-10 16:03:26
24866,Q548507FXN,56,2020-05-09 09:00:16
24867,A472232USP,727,2020-03-17 01:26:13
24868,S173744SIY,144,2020-12-05 02:52:04
24869,J734223MKB,485,2020-03-14 15:12:07
24870,D347492KYZ,536,2020-10-26 02:32:55
24871,M228103XYU,440,2020-04-09 01:31:49
24872,J833064BRE,259,2020-09-17 13:31:58
24873,X774256VXT,87,2020-02-05 18:37:44
24874,K433753BNN,724,2020-04-23 01:14:40
24875,H148272OGY,260,2020-04-02 19:29:32
24876,U371808CBA,413,2020-09-11 14:28:52
24877,C520918HDG,338,2020-08-28 17:29:17
24878,I286666TTT,702,2020-04-02 05:28:39
24879,A168337JKB,580,2020-02-12 00:40:59
24880,B560932WBV,751,2020-08-23 16:25:41
24881,Q258338NDL,568,2020-01-14 14:14:35
24882,B634263DEU,450,2020-04-22 02:39:49
24883,H518233DHV,553,2020-04-09 10:37:51
24884,J137475SOV,191,2020-09-05 04:31:54
24885,D138331HRL,977,2020-12-11 14:58:10
24886,C708275FUK,18,2021-01-01 04:11:48
24887,Y594484KQK,780,2020-12-07 20:11:07
24888,F238010UWF,192,2020-09-29 01:31:32
24889,A478896GPS,215,2020-01-08 09:58:28
24890,H330970OXM,836,2020-07-23 19:31:16
24891,E326508HHY,434,2020-01-06 23:04:03
24892,T634823WUS,196,2020-10-31 20:19:49
24893,G554689DRJ,477,2020-05-31 10:29:06
24894,Y137645NAV,874,2020-04-24 21:46:13
24895,K758541HSH,339,2020-08-04 12:08:37
24896,B449418THI,640,2020-06-29 00:43:12
24897,G432905NZW,242,2020-08-19 22:01:27
24898,Z116082WNW,76,2020-05-11 06:42:31
24899,Z387251JPF,33,2020-02-04 18:17:26
24900,S535255SFL,292,2020-01-03 12:55:04
24901,A460230KHL,983,2020-08-29 09:48:24
24902,L359995HXX,163,2020-05-07 15:08:09
24903,R192518NHC,781,2020-06-30 19:18:06
24904,O261596NQG,27,2020-05-28 04:52:40
24905,R370648LGE,376,2020-03-18 13:49:39
24906,M725639VMT,912,2020-08-30 04:50:20
24907,J503625LEP,882,2020-04-27 08:04:50
24908,Y831089DMN,198,2020-08-31 07:48:21
24909,T919272NZK,512,2020-12-27 13:21:38
24910,A526010SAY,57,2020-08-24 18:48:10
24911,D230227LQQ,318,2020-09-02 22:55:08
24912,N349896ZTQ,789,2020-11-29 22:49:36
24913,R270492UGH,868,2020-06-22 17:02:09
24914,I537464HWL,944,2020-06-30 21:01:09
24915,F381915MXX,444,2020-04-30 15:46:21
24916,V790005DGK,725,2020-02-27 01:54:54
24917,W572104AGD,225,2020-12-06 09:29:45
24918,O544912XKI,393,2020-06-21 02:20:24
24919,H282628ACZ,203,2020-04-24 13:58:46
24920,J164243GYE,621,2020-12-31 08:46:20
24921,I987880HCV,872,2020-03-24 07:53:32
24922,D284934UJI,260,2020-03-25 03:31:10
24923,C173708QGN,908,2020-04-02 14:18:03
24924,X112692WSY,375,2020-07-23 13:21:25
24925,H736961RDU,781,2020-06-26 07:30:14
24926,G482733MOZ,957,2020-07-06 07:47:20
24927,Z947316TET,386,2020-05-06 03:05:11
24928,G213530JHH,331,2020-02-27 02:46:04
24929,N123423YXC,681,2020-04-27 04:54:49
24930,I826389OXW,22,2020-04-22 02:25:23
24931,E981683JLV,19,2020-08-01 13:24:52
24932,V270170UOM,604,2020-03-28 18:05:25
24933,A810684GVL,750,2020-01-16 14:04:03
24934,U187115RTC,464,2020-05-25 02:23:37
24935,U156595MTY,250,2020-04-24 11:26:52
24936,X709796XOF,749,2020-12-02 07:56:29
24937,M229533SEG,132,2020-03-15 10:47:30
24938,O895633RYV,162,2020-07-09 00:11:18
24939,M717369ZVL,986,2020-01-29 15:39:54
24940,L493790MYF,506,2020-01-25 19:58:48
24941,U915232CMU,856,2020-07-26 03:33:04
24942,D425513RKD,97,2020-10-25 22:03:55
24943,O962305YSD,446,2020-09-04 11:49:29
24944,L526738BHS,653,2020-07-16 02:38:47
24945,W280210CHT,981,2020-04-29 14:02:10
24946,T673985HAA,985,2020-02-01 13:23:47
24947,L599839SWO,240,2020-11-24 23:29:12
24948,P361972GHE,419,2020-07-12 07:40:35
24949,T700683RNS,265,2020-09-30 05:36:57
24950,Z929800DAR,143,2020-05-23 23:07:45
24951,H300981IDW,353,2020-12-27 03:05:42
24952,W119725JZO,557,2020-04-30 18:17:13
24953,B551439YET,769,2020-05-07 20:11:36
24954,Q492596XET,980,2020-04-26 06:49:44
24955,L319756YTB,776,2020-04-02 00:48:07
24956,P442550DBJ,391,2020-07-05 00:47:51
24957,J491643EDP,908,2020-06-04 23:41:35
24958,P981371VZM,246,2020-10-30 14:38:45
24959,G851975PMN,893,2020-02-03 15:24:21
24960,Q438649FWL,78,2020-10-23 00:49:59
24961,Z315117JPX,519,2020-08-31 12:42:51
24962,M708122APJ,441,2020-12-22 03:14:01
24963,P999438LER,699,2020-07-18 03:43:34
24964,W996195KIU,560,2020-05-19 02:16:58
24965,Q713443MTO,711,2020-07-10 20:07:59
24966,U905123DGJ,97,2020-08-31 22:45:19
24967,O137396VXD,392,2020-09-13 09:56:43
24968,F984950IAH,838,2020-11-01 09:47:02
24969,C748035FWG,40,2020-01-10 06:40:34
24970,O105564TYC,469,2020-09-04 04:47:06
24971,P201246BFJ,830,2020-10-07 18:09:08
24972,N903516VNJ,976,2020-12-09 09:04:40
24973,N384861JES,682,2020-05-03 11:56:11
24974,V902893HPR,104,2020-10-27 09:46:09
24975,H793752IOR,722,2020-09-18 02:48:44
24976,T487827AFU,2,2020-12-10 06:15:26
24977,F658432DQM,970,2020-07-09 05:39:15
24978,K635540ABC,923,2020-10-18 00:13:33
24979,T931397SWM,923,2020-04-25 03:51:14
24980,I441690CHO,674,2020-09-25 21:48:22
24981,P697091JKH,476,2020-03-17 01:02:19
24982,M482960UKG,369,2020-10-17 17:02:47
24983,C926701WEG,216,2020-09-02 22:57:05
24984,E420723GKR,280,2020-09-17 01:34:46
24985,K973409GLX,574,2020-07-15 13:13:56
24986,D104840WNZ,253,2020-01-16 04:27:41
24987,Q353106ONR,546,2020-03-24 14:44:12
24988,Z201442TVA,840,2020-05-07 14:18:50
24989,I111817PEB,377,2020-12-23 07:25:51
24990,O333703JSG,263,2020-03-17 23:25:29
24991,B740312XLD,510,2020-08-29 03:49:13
24992,N174746BXL,962,2020-02-24 18:41:14
24993,O634588EXA,35,2020-11-13 12:44:37
24994,O901180NUJ,397,2020-08-27 06:37:16
24995,U657757QEM,551,2020-02-05 10:22:23
24996,K551135SVF,548,2020-08-21 23:40:31
24997,F615860CVK,241,2020-03-02 20:51:29
24998,Q526570XBV,398,2020-06-07 01:58:49
24999,P813554NGT,437,2020-06-18 05:07:05
25000,D752118IJF,509,2020-06-05 13:20:26
25001,W217629NPO,508,2020-12-19 11:52:19
25002,P458045ZVS,301,2020-08-09 11:51:28
25003,D523694AQW,46,2020-03-19 16:52:14
25004,A574398PYQ,604,2020-02-03 16:47:33
25005,E980599FHR,562,2020-02-05 06:24:49
25006,V732554JQB,450,2020-11-16 16:48:36
25007,P197605MJB,528,2020-06-24 18:28:20
25008,N746309IHQ,460,2020-08-03 02:41:03
25009,K221497EVX,894,2020-02-28 14:36:20
25010,A293713WOD,193,2020-05-27 05:06:22
25011,Z314088IXV,783,2020-06-04 00:59:11
25012,S339841QGU,970,2020-10-17 02:34:08
25013,S803839ROC,606,2020-04-01 12:32:56
25014,I246584WLC,38,2020-04-11 14:23:37
25015,A625177QXQ,971,2020-02-14 08:02:07
25016,T421707IYP,945,2020-12-04 13:14:12
25017,F135430QIW,698,2020-04-15 20:27:48
25018,Z632845KWG,169,2020-04-05 05:59:38
25019,E695004OKN,64,2020-11-21 06:21:19
25020,U747382JKO,330,2020-06-08 23:46:41
25021,J514053LXS,220,2020-10-11 11:44:26
25022,D468699QDI,613,2020-05-23 04:43:26
25023,H708101STY,914,2020-08-01 01:54:59
25024,B829738QRH,399,2020-03-15 11:04:37
25025,D981454UJJ,852,2020-02-28 00:06:24
25026,C802481KYM,44,2020-07-19 16:10:40
25027,M240712TTE,231,2020-07-09 14:39:30
25028,B894050SJV,390,2020-06-18 21:25:12
25029,K756563KHO,557,2020-08-06 11:07:33
25030,K890591ZYA,750,2020-05-25 19:02:00
25031,F182131GJK,650,2020-06-06 02:59:15
25032,U182554DGQ,259,2020-04-09 09:36:52
25033,Y443722YSD,405,2020-08-27 17:15:49
25034,A469157JHO,876,2020-12-15 15:02:22
25035,Y652977IWY,768,2020-07-12 10:53:45
25036,Y693311UVS,632,2020-02-23 19:16:34
25037,D761591ITT,131,2020-08-18 17:53:00
25038,V688401HIT,65,2020-01-17 03:55:06
25039,N820630FCN,694,2020-12-30 12:49:04
25040,W309147OWD,80,2020-09-26 12:31:40
25041,N432719VJG,601,2020-11-17 17:30:34
25042,S151546RJP,20,2020-12-11 04:58:48
25043,K102966RHM,320,2020-03-23 15:02:38
25044,U598721DYD,723,2020-02-17 19:17:29
25045,I392485XUJ,726,2020-12-01 05:33:23
25046,G431291MGX,338,2020-03-29 12:51:54
25047,D895266CHW,668,2020-02-04 16:13:00
25048,A803535QYO,478,2020-03-10 15:32:31
25049,K277852NFO,127,2020-02-11 12:33:02
25050,O874435JUB,39,2020-03-07 14:57:14
25051,J311754IPF,306,2020-01-29 17:09:41
25052,V195194TBV,734,2020-02-29 00:15:27
25053,F684648FYI,326,2020-02-08 22:20:22
25054,G986853LKU,632,2020-11-15 05:26:50
25055,K895581TSC,564,2020-04-13 13:46:01
25056,R316120WNR,100,2020-10-02 04:16:35
25057,X155468CPR,807,2020-12-05 04:45:58
25058,T394105FXW,580,2020-08-12 14:57:43
25059,D318777JAD,183,2020-09-01 18:36:37
25060,W841814EOK,475,2020-01-06 08:51:28
25061,T971049ANO,272,2020-01-24 06:07:35
25062,R392967HJH,831,2020-05-07 13:30:26
25063,H630088EBG,804,2020-05-25 19:12:06
25064,A772254RHX,31,2020-06-23 00:45:41
25065,Z783248YTR,565,2020-11-30 14:55:23
25066,X999778NNQ,546,2020-02-26 21:25:57
25067,U642657YAR,572,2020-06-24 06:48:09
25068,K900480VDQ,253,2020-06-17 06:10:46
25069,U833144HXK,99,2020-01-07 02:53:05
25070,F503433UWZ,434,2020-10-25 16:03:33
25071,A704391WHR,381,2020-06-11 15:27:40
25072,U696401HUH,58,2020-05-21 22:56:36
25073,O877396OEZ,897,2020-02-03 08:28:01
25074,N586414HSN,516,2020-11-26 22:18:41
25075,N184669GFS,404,2020-08-01 20:43:32
25076,W534683HXR,550,2020-03-28 14:47:22
25077,K403004JQJ,456,2020-12-15 19:24:57
25078,M130891ASB,290,2020-04-21 04:03:18
25079,B111937NKO,663,2020-01-12 17:07:30
25080,I180135HIB,494,2020-05-03 11:09:57
25081,C296464XOK,985,2020-04-14 07:47:30
25082,T329098UYV,125,2020-08-26 21:49:05
25083,F758501LPW,594,2020-06-24 01:31:56
25084,H868849WWN,848,2020-02-16 11:15:26
25085,R211024BPP,274,2020-09-13 07:35:52
25086,M149766RXH,14,2020-03-13 04:44:00
25087,U504384YPI,971,2020-02-16 10:27:03
25088,T376955JQE,985,2020-05-31 13:15:26
25089,U588437RDE,468,2020-09-11 16:22:36
25090,M832538KAC,954,2020-06-18 15:55:03
25091,E730009ISW,358,2020-05-27 11:36:45
25092,S963491QPM,556,2020-02-23 14:09:23
25093,U988139QQM,655,2020-01-05 04:01:34
25094,E135892PWE,290,2020-05-10 04:10:41
25095,C236197CXT,425,2020-06-18 01:10:21
25096,M141448SDS,106,2020-05-31 11:13:51
25097,L493186VXY,729,2020-12-25 18:50:32
25098,C498784FJG,678,2020-10-13 16:41:23
25099,D299034LJX,111,2020-01-20 17:52:54
25100,C604117GYC,435,2020-01-23 14:55:41
25101,K437932IJS,852,2020-12-15 18:09:55
25102,L642835HJK,870,2020-06-05 11:23:50
25103,Q562392HBL,914,2020-08-21 00:24:49
25104,W993854WFV,673,2020-03-18 09:29:03
25105,V991640AAB,741,2020-04-03 13:27:07
25106,R323836STR,986,2020-09-15 09:43:11
25107,Z894040NON,364,2020-03-25 10:37:08
25108,V395766AHW,345,2020-04-30 07:17:18
25109,N591317OAV,322,2020-11-04 20:23:46
25110,I645593KFP,182,2020-06-28 19:59:47
25111,W993381KMT,91,2020-02-04 15:33:06
25112,F204065NWY,61,2020-11-20 11:32:26
25113,Q541448YQN,695,2020-06-05 00:15:54
25114,N631770SPJ,656,2020-08-26 14:32:19
25115,W644799JOX,540,2020-07-03 23:45:07
25116,G566347ADF,60,2020-12-25 09:56:01
25117,F823787YHO,989,2020-05-04 05:03:16
25118,H137386GGG,885,2020-03-23 15:48:02
25119,W408014LHF,765,2020-06-08 20:36:09
25120,I588041WMM,908,2020-07-21 08:58:35
25121,K464110NZL,511,2020-03-27 15:11:54
25122,B364851ZYE,550,2020-05-21 10:49:59
25123,G753167PJS,930,2020-06-25 22:03:18
25124,N920365ZRD,736,2020-02-26 20:09:11
25125,E900471PRB,531,2020-09-25 05:16:57
25126,E880939UWG,111,2020-10-30 07:14:18
25127,E598492RYJ,582,2020-11-21 20:27:34
25128,Q513948FLE,120,2020-12-26 15:21:37
25129,A976963JDB,705,2020-02-28 23:35:20
25130,A229578AGT,596,2020-05-29 09:56:17
25131,M590884FXY,146,2020-01-22 19:49:37
25132,M194068PGE,941,2020-01-02 12:04:35
25133,Z406726UDH,614,2020-03-17 19:38:19
25134,J967194MYQ,705,2020-11-21 05:08:24
25135,N891341ZYL,429,2020-08-16 16:06:11
25136,P577009CHY,450,2020-09-17 08:44:22
25137,J907879HGU,642,2020-07-24 13:27:19
25138,I123080CUU,914,2020-11-05 01:37:28
25139,F114223BKG,649,2020-12-14 21:11:37
25140,C730447XXK,737,2020-05-01 07:26:12
25141,V318790ERH,166,2020-11-29 05:17:31
25142,L257777VXL,738,2020-08-06 01:43:48
25143,Y251760QIE,918,2020-04-20 21:10:51
25144,C903987EZE,719,2020-12-18 11:58:08
25145,Y680266STO,920,2020-09-08 21:53:44
25146,L407463AWF,635,2020-03-02 08:38:48
25147,P186807OBG,44,2020-03-27 05:49:26
25148,M611703VHT,820,2020-09-05 12:10:48
25149,A210267UOR,194,2020-01-29 17:22:54
25150,R489882ASV,937,2020-07-10 23:44:48
25151,J539964JMC,164,2020-01-11 14:07:39
25152,G327650WHI,20,2020-01-25 17:07:03
25153,Z460808MMX,264,2020-04-17 02:01:28
25154,G233650MQU,280,2020-02-21 20:39:10
25155,C490219VZJ,395,2020-06-27 19:14:38
25156,U905282FTF,202,2020-06-14 10:15:44
25157,G970423RSK,629,2020-04-04 06:14:56
25158,T857895EGR,169,2020-10-31 18:05:18
25159,V656638KYO,218,2020-03-20 03:07:30
25160,Q155227AIU,141,2020-08-11 17:06:19
25161,P297155IVH,518,2020-03-08 02:41:11
25162,G114712YDL,519,2020-11-14 08:20:45
25163,V754321ZMM,826,2020-05-13 13:24:58
25164,J821250UBG,984,2020-03-03 13:25:37
25165,T447996HLZ,835,2020-12-21 17:08:51
25166,M556737GBO,549,2020-08-22 14:08:23
25167,E461478VEK,694,2020-06-22 22:27:37
25168,L226674OUZ,676,2020-01-29 19:19:47
25169,Y319964UHB,794,2020-03-07 05:51:37
25170,R352600OMB,742,2020-05-09 02:55:43
25171,R125960XBF,789,2020-07-18 08:29:39
25172,P318264QAZ,481,2020-11-06 03:19:46
25173,Q878584OBB,738,2020-02-16 11:14:16
25174,G813534UCS,495,2020-11-05 11:06:30
25175,S443538ZLJ,105,2020-02-09 06:19:08
25176,T192047LPQ,890,2020-04-29 19:54:00
25177,F828917WHB,378,2020-10-14 04:40:35
25178,J647232FJS,557,2020-01-30 06:16:07
25179,G938670SRF,669,2020-04-22 20:57:05
25180,E370784AYA,491,2020-05-24 19:06:31
25181,F671747VXK,703,2020-07-08 05:04:19
25182,R241343MJB,187,2020-10-25 20:14:40
25183,K733635ILC,667,2020-05-04 14:47:12
25184,B720549PIU,899,2020-08-31 06:11:37
25185,L534981DLG,628,2020-03-16 12:15:20
25186,L380872EHN,19,2020-06-28 10:45:56
25187,M509345TQL,631,2020-08-19 08:52:14
25188,C294564FQH,214,2020-10-31 05:20:54
25189,P740881TNE,323,2020-05-02 10:53:47
25190,T330923SPW,284,2020-05-23 19:14:57
25191,T349838EUY,47,2020-11-02 14:02:00
25192,R279078RVJ,505,2020-07-06 06:33:21
25193,Z896492MVN,60,2020-06-20 01:29:34
25194,D895413QRM,845,2020-10-05 06:43:29
25195,C139020MVC,891,2020-12-08 15:45:52
25196,A341309FBN,495,2020-11-08 17:25:11
25197,S617137NQS,94,2020-02-12 03:41:29
25198,N947559MVU,586,2020-02-08 13:00:40
25199,H990683XPV,618,2020-09-02 13:52:44
25200,L976718KSE,692,2020-05-11 21:45:32
25201,I565361QXL,719,2020-02-14 02:44:21
25202,K466118TIV,180,2020-08-20 02:30:06
25203,X826586ZFT,641,2020-11-22 21:26:32
25204,E369601SXF,902,2020-10-08 04:27:46
25205,W946860MSJ,932,2020-11-24 06:58:56
25206,X429329VBJ,684,2020-05-11 03:21:24
25207,N364618KBR,386,2020-09-13 07:17:30
25208,S159716PVV,688,2020-09-23 11:21:49
25209,M946782ZWF,226,2020-10-28 22:20:26
25210,V187719SAI,100,2020-07-19 12:06:16
25211,D448347HJL,676,2020-12-21 03:38:49
25212,O921593UTP,24,2020-01-11 12:00:39
25213,Z129808DIX,940,2020-04-07 20:56:03
25214,N554248JKM,921,2020-02-24 10:14:52
25215,C139628KZG,303,2020-04-20 05:36:56
25216,R659390XZP,604,2020-09-08 15:19:52
25217,V552055DFL,67,2020-01-30 09:35:15
25218,X255564TXN,892,2020-08-31 06:11:14
25219,S741808QVL,972,2020-12-26 18:14:07
25220,L645928JJE,31,2020-09-14 10:39:11
25221,C359907WFW,245,2020-02-03 17:20:44
25222,M849058SBE,216,2020-07-26 17:33:02
25223,X210459IKE,372,2020-06-24 08:07:37
25224,O694131DWX,169,2020-11-28 15:35:00
25225,L955783ABN,310,2020-12-09 09:38:05
25226,E574944PAE,425,2020-06-26 21:33:19
25227,N791942NXW,867,2020-03-22 22:14:52
25228,J502406DNR,852,2020-01-20 10:57:27
25229,A484472YFT,356,2020-05-05 16:21:38
25230,X482301VXP,92,2020-07-09 08:59:12
25231,J539214KQF,272,2020-05-18 22:26:24
25232,R533465XLI,863,2020-09-03 21:53:55
25233,C262198AHE,936,2020-05-06 17:37:19
25234,A529756JMO,644,2020-05-01 07:33:49
25235,G498435DLA,568,2020-04-22 13:09:31
25236,E338015BMZ,709,2020-11-29 16:35:59
25237,P935932KRW,221,2020-12-25 02:17:52
25238,T119422XWB,226,2020-03-26 20:32:21
25239,J280905QVD,302,2020-08-17 08:56:32
25240,G251397QMM,675,2020-11-14 03:43:05
25241,S353111RWH,389,2020-10-24 15:33:08
25242,H438348BEA,915,2020-10-24 04:46:18
25243,S801883JGG,283,2020-01-04 20:12:48
25244,U248390MAL,563,2020-12-06 02:36:27
25245,K689812MNT,348,2020-12-04 23:30:50
25246,A668452AYZ,235,2020-03-18 08:41:24
25247,H708676VVQ,417,2020-05-05 13:41:28
25248,S700000EKR,398,2020-12-02 07:37:11
25249,R324828MMK,548,2020-06-25 08:27:37
25250,L309494IIP,995,2020-02-13 09:44:12
25251,B561407JNA,367,2020-10-07 08:59:45
25252,U341718SBP,657,2020-08-26 01:00:42
25253,I815951FMV,907,2020-04-17 00:27:35
25254,S777771YAF,894,2020-10-09 00:36:21
25255,Z562437DQM,250,2020-08-05 04:09:30
25256,K470731GXC,660,2020-01-19 15:00:16
25257,O796400FHX,42,2020-12-24 11:21:37
25258,X234543QAL,535,2020-09-27 19:18:58
25259,L466977GSJ,433,2020-02-14 03:00:12
25260,X371437QOF,80,2020-05-16 20:12:29
25261,B357084LQW,670,2020-01-27 22:38:50
25262,U740592QOS,128,2020-02-18 16:39:21
25263,F667160HCV,270,2020-11-15 05:15:18
25264,B979497MBZ,84,2020-10-12 11:50:16
25265,J177865FFQ,800,2020-01-13 09:08:31
25266,V651784MVL,450,2020-04-16 11:50:25
25267,O878471QXX,436,2020-11-01 02:25:52
25268,C527881DVI,40,2020-01-14 19:31:44
25269,S122365WJM,722,2020-12-16 13:32:56
25270,R215915GDB,802,2020-10-20 17:01:29
25271,X637491IZU,159,2020-06-07 20:42:28
25272,H701836DAD,391,2020-08-17 12:08:19
25273,Y442419BYS,767,2020-06-22 00:21:36
25274,Z569568NJT,399,2020-01-27 16:02:07
25275,B613149PXQ,32,2020-01-16 19:17:36
25276,R461150MMX,818,2020-03-26 12:17:32
25277,P574099VYH,742,2020-08-10 13:34:51
25278,D513612LSL,361,2020-01-22 22:18:37
25279,Y170731PAA,617,2020-08-26 12:34:03
25280,R324279PTV,735,2020-11-22 18:30:28
25281,J326286DKU,712,2020-07-04 01:15:27
25282,B791723YEO,322,2020-04-05 06:05:00
25283,H949883TQW,826,2020-02-05 12:53:23
25284,G495535XTQ,635,2020-08-06 18:42:03
25285,P877409BLN,165,2020-04-28 16:05:30
25286,C281427QNG,833,2020-01-04 11:43:14
25287,Z842410AZF,506,2020-01-20 05:25:05
25288,D234982VGN,576,2020-07-13 14:22:51
25289,K877889ZSS,270,2020-06-18 17:54:01
25290,T875773WDR,824,2020-09-10 01:37:06
25291,U314097FQG,321,2020-11-14 17:19:15
25292,A652598UYT,926,2020-02-28 13:18:24
25293,T228153YGK,412,2020-10-31 23:42:30
25294,L460720YNC,107,2020-10-21 15:13:07
25295,Y317586WZV,64,2020-01-23 01:09:14
25296,U516979EQO,851,2020-05-28 19:46:14
25297,V289504FCZ,604,2020-09-09 14:49:48
25298,G159828ROC,402,2020-08-27 23:16:23
25299,H614914GXW,934,2020-05-27 15:35:11
25300,Z113859OUW,785,2020-04-05 20:09:17
25301,R833096OUI,696,2020-02-14 05:16:42
25302,U776612HEQ,423,2020-03-13 14:38:48
25303,M564750YRW,565,2020-02-18 23:11:10
25304,R552335TPS,29,2020-03-26 15:27:13
25305,B872161JXC,423,2020-10-21 10:55:19
25306,J406612YZE,301,2020-12-19 10:20:59
25307,P873347SOU,228,2020-05-20 06:05:26
25308,S937924WOP,41,2020-04-07 23:47:06
25309,J780987ZJN,68,2020-05-04 16:29:04
25310,O160007XYW,126,2020-05-27 22:44:29
25311,I832589OJX,905,2020-08-24 18:45:11
25312,X726277ZGM,975,2020-08-12 18:28:04
25313,G303011IQV,843,2020-12-19 00:33:16
25314,P493223TYO,109,2020-12-25 04:36:24
25315,U666294RDE,277,2020-12-08 09:56:18
25316,Z359278EOK,990,2020-07-07 21:26:53
25317,X271279OSX,3,2020-12-12 09:11:26
25318,P869607LMM,799,2020-02-01 20:03:54
25319,E904343NKN,251,2020-02-08 09:58:23
25320,X116430RYZ,543,2020-09-08 05:39:45
25321,P109184USB,449,2020-07-05 01:41:19
25322,G569670HZP,308,2020-04-26 21:21:49
25323,R613945IHI,176,2020-01-17 02:46:40
25324,E700340HSY,238,2020-05-08 08:11:38
25325,K544859RRH,152,2020-06-15 16:01:52
25326,P513624SEN,975,2020-09-20 10:48:50
25327,Y417776PCN,429,2020-03-29 16:30:41
25328,O684884BDZ,192,2020-08-29 23:38:11
25329,R689999BGO,284,2020-01-23 14:49:38
25330,X676677OTY,961,2020-01-13 08:56:05
25331,C832372NYR,66,2020-04-09 15:58:22
25332,K118804KJT,193,2020-08-22 09:15:10
25333,X782195BDB,121,2020-02-15 21:41:42
25334,I923397WDV,180,2020-08-06 16:16:53
25335,L435169UZC,946,2020-12-19 03:52:43
25336,N642692BHA,190,2020-09-12 03:49:47
25337,N591989WPH,682,2020-12-28 08:45:45
25338,D448877PEM,881,2020-10-14 21:20:27
25339,Z918277DWF,583,2020-12-11 22:11:23
25340,P388156VCC,311,2020-03-04 07:02:19
25341,U294913KBJ,100,2020-06-25 10:16:44
25342,D547028BTO,419,2020-02-20 18:47:07
25343,U257809OAD,501,2020-12-15 18:40:28
25344,N965605WJP,790,2020-01-27 09:58:07
25345,D912935JVA,181,2020-12-09 19:08:28
25346,S910175RMB,392,2020-12-07 08:27:47
25347,O290678CJM,349,2020-06-23 11:31:20
25348,E108363ESG,837,2020-12-14 00:49:19
25349,M935131JZC,345,2020-09-28 19:26:36
25350,N704170BTI,321,2020-12-04 10:20:02
25351,U753135EQJ,326,2020-06-26 21:32:38
25352,L974188TIL,378,2020-02-18 10:30:09
25353,D725792WLQ,899,2020-09-03 20:33:27
25354,R504250IFT,913,2020-07-14 12:23:10
25355,U463055ABV,962,2020-04-16 08:49:36
25356,Y174485UYI,158,2020-11-03 08:09:46
25357,T293932ZNY,655,2020-11-14 12:33:12
